trial,lstm_units,attention_heads,dropout_rate,latent_dim,learning_rate,batch_size,num_features_to_select,qubits,feature_method,subsample_size,time_steps,n_features_selected,val_best_accuracy,test_accuracy,test_precision,test_recall,test_f1,test_mse,epochs_trained
0,256,2,0.2,64,0.001,32,40,6,qpso,80000,10,40,0.9477412700653076,0.9449120760063339,0.945033331952724,0.9449120760063339,0.9449083635911473,0.039958372712135315,32
1,128,8,0.2,64,0.002,128,40,6,qpso,80000,10,40,0.9351558685302734,0.9308275689640804,0.9338656227948287,0.9308275689640804,0.9307065252712614,0.0472036637365818,35
2,256,4,0.2,16,0.0005,32,40,6,qpso,80000,10,40,0.9414069056510925,0.9389949162430202,0.9393818344689558,0.9389949162430202,0.9389815637087295,0.04449113458395004,35
3,256,8,0.2,64,0.0005,128,40,6,qpso,80000,10,40,0.9270711541175842,0.9211600966747229,0.9236729460210524,0.9211600966747229,0.9210432973297847,0.06028113141655922,35
4,128,4,0.4,16,0.0005,128,40,6,qpso,80000,10,40,0.9136523008346558,0.910325860488374,0.9115116478253207,0.910325860488374,0.9102614363018681,0.0714804157614708,35
5,192,4,0.3,16,0.001,32,40,6,qpso,80000,10,40,0.940906822681427,0.9382448537378115,0.9385376972342037,0.9382448537378115,0.9382346135714864,0.044868238270282745,32
