latent_dim,lstm_hidden,lstm_layers,dropout,lr,batch_size,threshold_method,fold,accuracy,precision,recall,dr,f1,fpr,fnr,roc_auc,pr_auc,tn,fp,fn,tp,accuracy_pct,precision_pct,recall_pct,dr_pct,f1_pct,mre,recon_var,threshold,epochs,training_loss_curve_stability,train_recon_last,train_kl_last,train_total_last,val_recon_last,val_kl_last,val_total_last
8,32,3,0.2,0.0005,32,percentile_95,0,0.4744124020670112,0.07262569832402235,0.004333333333333333,0.004333333333333333,0.008178672538427856,0.055351783927975975,0.9956666666666664,0.1484280315660776,0.3298747361500516,2833.0,166.0,2987.0,13.0,47.44124020670112,7.262569832402235,0.4333333333333333,0.4333333333333333,0.8178672538427856,654.3984985351562,8024287.5,2288.4951171875,37.0,5.018219749103335,975.5760498046875,13.163763046264648,988.739990234375,1116.6871337890625,13.750320434570312,1130.4373779296875
8,32,3,0.2,0.0005,32,percentile_95,1,0.4764921640546849,0.05128205128205128,0.0026666666666666666,0.0026666666666666666,0.005069708491667751,0.04936624416277517,0.9973333333333331,0.14322826328663552,0.32871982701552005,2850.0,148.0,2992.0,8.0,47.64921640546849,5.128205128205128,0.26666666666666666,0.26666666666666666,0.506970849166775,708.2921142578125,13061703.0,2315.861328125,33.0,17.04332615397104,1022.7720947265625,13.884258270263672,1036.65625,948.1018676757812,14.161113739013672,962.262939453125
8,32,3,0.2,0.0005,32,percentile_95,2,0.47915971990663553,0.10256410256410256,0.005333333333333333,0.005333333333333333,0.010139416983429473,0.04669779853235489,0.9946666666666664,0.1492924171670002,0.33181798488244507,2858.0,140.0,2984.0,16.0,47.91597199066355,10.256410256410255,0.5333333333333333,0.5333333333333333,1.0139416983429472,621.965087890625,3469325.75,2488.10400390625,24.0,8.25753702861128,1096.034912109375,11.452040672302246,1107.487060546875,1035.3497314453125,11.452885627746582,1046.802734375
8,32,3,0.2,0.0005,32,percentile_95,3,0.474324774924975,0.041916167664670656,0.0023333333333333335,0.0023333333333333335,0.004420587306499404,0.05336891260840559,0.9976666666666664,0.1466601067378252,0.32876203758007766,2838.0,160.0,2993.0,7.0,47.4324774924975,4.191616766467066,0.23333333333333336,0.23333333333333336,0.4420587306499404,660.259521484375,6453361.5,2346.6162109375,20.0,8.329736649250732,1022.9830322265625,11.59009075164795,1034.5733642578125,1127.3968505859375,12.504291534423828,1139.9010009765625
8,32,3,0.2,0.0005,32,percentile_95,4,0.47599199733244413,0.03870967741935484,0.002,0.002,0.0038034865292251125,0.0496997998665777,0.9979999999999997,0.15204858794752055,0.33053794753676136,2849.0,149.0,2994.0,6.0,47.59919973324441,3.870967741935484,0.2,0.2,0.38034865292251124,651.6010131835938,7571384.5,2462.3837890625,21.0,7.232624507021288,1065.334228515625,11.285802841186523,1076.619873046875,1021.9221801757812,11.00697135925293,1032.9293212890625
8,32,3,0.2,0.001,32,percentile_95,0,0.4759126521086848,0.04430379746835443,0.0023333333333333335,0.0023333333333333335,0.004433185560386261,0.05035011670556851,0.9976666666666664,0.135189952206291,0.32620717174607383,2848.0,151.0,2993.0,7.0,47.59126521086848,4.430379746835443,0.23333333333333336,0.23333333333333336,0.4433185560386261,635.6047973632812,8027688.0,2333.553466796875,21.0,7.229692592228769,1046.84423828125,13.069371223449707,1059.9136962890625,998.3087768554688,13.015647888183594,1011.3244018554688
8,32,3,0.2,0.001,32,percentile_95,1,0.47815938646215406,0.07792207792207792,0.004,0.004,0.007609384907960379,0.04736490993995996,0.9959999999999997,0.15956148543473425,0.33377865012336305,2856.0,142.0,2988.0,12.0,47.81593864621541,7.792207792207792,0.4,0.4,0.7609384907960379,616.3883666992188,3333642.5,2407.89794921875,20.0,8.231451154069319,1072.925048828125,12.222884178161621,1085.14794921875,1093.10546875,12.669270515441895,1105.774658203125
8,32,3,0.2,0.001,32,percentile_95,2,0.47699233077692565,0.07975460122699386,0.004333333333333333,0.004333333333333333,0.008220044261679039,0.05003335557038024,0.9956666666666664,0.15617617300422504,0.33209686694418816,2848.0,150.0,2987.0,13.0,47.69923307769257,7.975460122699387,0.4333333333333333,0.4333333333333333,0.8220044261679039,740.5125122070312,16191377.0,2396.497314453125,24.0,4.76313070667174,993.7108154296875,13.9812593460083,1007.6920776367188,994.9254150390625,13.280131340026855,1008.205322265625
8,32,3,0.2,0.001,32,percentile_95,3,0.4699899966655552,0.03626943005181347,0.0023333333333333335,0.0023333333333333335,0.00438459129334085,0.0620413609072715,0.9976666666666664,0.1519203357794085,0.33054522215734133,2812.0,186.0,2993.0,7.0,46.99899966655552,3.6269430051813467,0.23333333333333336,0.23333333333333336,0.438459129334085,630.8388671875,5505110.0,2317.86181640625,23.0,10.666668730274644,1017.172607421875,12.753464698791504,1029.92578125,1188.5401611328125,12.436869621276855,1200.9769287109375
8,32,3,0.2,0.001,32,percentile_95,4,0.4778259419806602,0.06,0.003,0.003,0.00571428571419501,0.047031354236157424,0.9969999999999997,0.14011263064265067,0.32814624271585585,2857.0,141.0,2991.0,9.0,47.78259419806602,6.0,0.3,0.3,0.571428571419501,651.8099975585938,8728304.0,2407.814697265625,19.0,23.699535303004236,1065.51513671875,10.879788398742676,1076.3948974609375,1073.062744140625,11.246753692626953,1084.3096923828125
16,64,3,0.4,0.001,128,percentile_95,0,0.4757459576596099,0.0658682634730539,0.0036666666666666666,0.0036666666666666666,0.006946637195984721,0.052017339113037665,0.9963333333333331,0.14318911859508726,0.3283200702653134,2843.0,156.0,2989.0,11.0,47.57459576596099,6.58682634730539,0.36666666666666664,0.36666666666666664,0.6946637195984721,658.3239135742188,8648903.0,2357.28271484375,45.0,6.466006139881997,1030.2794189453125,16.94297218322754,1047.2222900390625,1073.5078125,14.794121742248535,1088.3018798828125
16,64,3,0.4,0.001,128,percentile_95,1,0.47265755251750585,0.0546448087431694,0.0033333333333333335,0.0033333333333333335,0.006283380458578399,0.05770513675783854,0.9966666666666664,0.14630720480320214,0.3294808584976323,2825.0,173.0,2990.0,10.0,47.26575525175058,5.46448087431694,0.33333333333333337,0.33333333333333337,0.6283380458578399,663.3976440429688,9286744.0,2249.86767578125,41.0,10.47358165552059,1032.279052734375,15.038330078125,1047.3173828125,1018.8792114257812,16.27570152282715,1035.155029296875
16,64,3,0.4,0.001,128,percentile_95,2,0.4776592197399133,0.08176100628930817,0.004333333333333333,0.004333333333333333,0.008230452674801521,0.0486991327551701,0.9956666666666664,0.15169029352901936,0.3309532302817067,2852.0,146.0,2987.0,13.0,47.76592197399133,8.176100628930817,0.4333333333333333,0.4333333333333333,0.8230452674801522,674.3871459960938,9020832.0,2343.1533203125,41.0,9.331590513162887,1071.028564453125,16.695302963256836,1087.7235107421875,920.7352905273438,16.302947998046875,937.0382690429688
16,64,3,0.4,0.001,128,percentile_95,3,0.4748249416472157,0.037037037037037035,0.002,0.002,0.0037950664135650222,0.05203468979319545,0.9979999999999997,0.15401828997109185,0.3312760093431722,2842.0,156.0,2994.0,6.0,47.48249416472157,3.7037037037037033,0.2,0.2,0.37950664135650225,602.8262939453125,4156894.0,2296.44091796875,50.0,12.392801042466877,1020.4336547851562,16.920719146728516,1037.35400390625,1199.045654296875,18.3079833984375,1217.353515625
16,64,3,0.4,0.001,128,percentile_95,4,0.4794931643881294,0.06428571428571428,0.003,0.003,0.005732484076347924,0.043695797198132075,0.9969999999999997,0.16071169668668,0.3333556597708208,2867.0,131.0,2991.0,9.0,47.949316438812936,6.428571428571428,0.3,0.3,0.5732484076347923,631.584716796875,6815527.0,2455.55078125,50.0,10.521354456229396,1072.9598388671875,15.527807235717773,1088.4876708984375,1049.1148681640625,15.209714889526367,1064.3245849609375
64,64,2,0.4,0.0001,32,percentile_95,0,0.47874645774295715,0.02962962962962963,0.0013333333333333333,0.0013333333333333333,0.0025518341306990837,0.043681227075691886,0.9986666666666664,0.13707280204512615,0.3265223841276607,2868.0,131.0,2996.0,4.0,47.874645774295715,2.9629629629629632,0.13333333333333333,0.13333333333333333,0.2551834130699084,558.5130615234375,1771503.625,2314.2265625,48.0,6.254779379787041,1036.37353515625,20.50385856628418,1056.8778076171875,1039.931396484375,21.166065216064453,1061.097412109375
64,64,2,0.4,0.0001,32,percentile_95,1,0.4688229409803268,0.04854368932038835,0.0033333333333333335,0.0033333333333333335,0.006238303181414371,0.06537691794529685,0.9966666666666664,0.12948243273293308,0.32518678196318274,2802.0,196.0,2990.0,10.0,46.88229409803268,4.854368932038835,0.33333333333333337,0.33333333333333337,0.6238303181414371,667.6994018554688,8251277.5,2154.654052734375,50.0,4.329785726294291,973.7348022460938,21.53151512145996,995.266357421875,1014.0742797851562,22.094467163085938,1036.168701171875
64,64,2,0.4,0.0001,32,percentile_95,2,0.47582527509169725,0.06626506024096386,0.0036666666666666666,0.0036666666666666666,0.006948831332812826,0.05170113408939291,0.9963333333333331,0.13781054036024015,0.3276600992678766,2843.0,155.0,2989.0,11.0,47.58252750916972,6.626506024096386,0.36666666666666664,0.36666666666666664,0.6948831332812826,652.8145751953125,8676336.0,2147.177001953125,50.0,6.4170818569821515,980.2317504882812,20.60158920288086,1000.833251953125,1080.713623046875,21.722558975219727,1102.4364013671875
64,64,2,0.4,0.0001,32,percentile_95,3,0.4779926642214071,0.0718954248366013,0.0036666666666666666,0.0036666666666666666,0.006977481763307596,0.04736490993995996,0.9963333333333331,0.13290471425394706,0.3261545226829595,2856.0,142.0,2989.0,11.0,47.79926642214071,7.18954248366013,0.36666666666666664,0.36666666666666664,0.6977481763307596,670.3968505859375,10965982.0,2356.8974609375,50.0,6.410838229624908,1012.4501953125,20.014623641967773,1032.4647216796875,945.616455078125,21.413148880004883,967.0296020507812
64,64,2,0.4,0.0001,32,percentile_95,4,0.47932644214738246,0.09271523178807947,0.004666666666666667,0.004666666666666667,0.008886067914856386,0.045697131420947286,0.9953333333333331,0.1450493662441628,0.32927665159779596,2861.0,137.0,2986.0,14.0,47.93264421473825,9.271523178807946,0.46666666666666673,0.46666666666666673,0.8886067914856386,608.309326171875,5718844.5,2317.780517578125,50.0,5.904570707309317,1007.1381225585938,22.345659255981445,1029.4832763671875,1045.409423828125,23.462472915649414,1068.8719482421875
64,128,2,0.0,0.0005,64,percentile_95,0,0.4749124854142357,0.058823529411764705,0.0033333333333333335,0.0033333333333333335,0.006309148264882724,0.05335111703901299,0.9966666666666664,0.0850650216738913,0.31685310235734826,2839.0,160.0,2990.0,10.0,47.49124854142357,5.88235294117647,0.33333333333333337,0.33333333333333337,0.6309148264882724,532.1510009765625,7947525.0,1504.192138671875,28.0,76.47510410137936,1052.5279541015625,27.150096893310547,1079.67822265625,1086.2933349609375,18.71876335144043,1105.011962890625
64,128,2,0.0,0.0005,64,percentile_95,1,0.4756585528509503,0.0658682634730539,0.0036666666666666666,0.0036666666666666666,0.006946637195984721,0.05203468979319545,0.9963333333333331,0.08151128530131198,0.3164859173938091,2842.0,156.0,2989.0,11.0,47.56585528509503,6.58682634730539,0.36666666666666664,0.36666666666666664,0.6946637195984721,509.8282775878906,5012144.5,1608.640380859375,24.0,71.33392824347169,1101.526123046875,52.67247772216797,1154.1982421875,1017.2800903320312,21.824966430664062,1039.1051025390625
64,128,2,0.0,0.0005,64,percentile_95,2,0.47599199733244413,0.09142857142857143,0.005333333333333333,0.005333333333333333,0.010078740157376155,0.05303535690460305,0.9946666666666664,0.08713642428285523,0.3174267250317754,2839.0,159.0,2984.0,16.0,47.59919973324441,9.142857142857142,0.5333333333333333,0.5333333333333333,1.0078740157376154,501.9091491699219,6211796.5,1355.7900390625,50.0,75.53748697742891,955.7940673828125,50.56276321411133,1006.3564453125,1029.26953125,37.827423095703125,1067.0970458984375
64,128,2,0.0,0.0005,64,percentile_95,3,0.4788262754251417,0.056338028169014086,0.0026666666666666666,0.0026666666666666666,0.005092297899340814,0.04469646430953968,0.9973333333333331,0.08615932844118301,0.31686752487941433,2864.0,134.0,2992.0,8.0,47.88262754251417,5.633802816901409,0.26666666666666666,0.26666666666666666,0.5092297899340814,494.1559143066406,2846025.25,1870.0067138671875,25.0,55.37604691691655,866.4609375,29.213594436645508,895.674560546875,961.7669677734375,26.913795471191406,988.6806030273438
64,128,2,0.0,0.0005,64,percentile_95,4,0.4744914971657219,0.05813953488372093,0.0033333333333333335,0.0033333333333333335,0.006305170239493901,0.05403602401601066,0.9966666666666664,0.08256448743606849,0.3164711552544476,2836.0,162.0,2990.0,10.0,47.449149716572194,5.813953488372093,0.33333333333333337,0.33333333333333337,0.6305170239493901,537.7871704101562,6530060.0,1794.0875244140625,31.0,33.27354366437244,948.8574829101562,29.894615173339844,978.7520751953125,797.0535888671875,26.876937866210938,823.9305419921875
