latent_dim,lstm_hidden,lstm_layers,dropout,lr,batch_size,threshold_method,fold,accuracy,precision,recall,dr,f1,fpr,fnr,roc_auc,pr_auc,tn,fp,fn,tp,accuracy_pct,precision_pct,recall_pct,dr_pct,f1_pct,mre,recon_var,threshold,epochs,training_loss_curve_stability,train_recon_last,train_kl_last,train_total_last,val_recon_last,val_kl_last,val_total_last
8,32,3,0.2,0.0005,32,percentile_95,0,0.4750593824228028,0.014634146341463415,0.00075,0.00075,0.0014268727704185465,0.05051262815703925,0.9992499999999997,0.14845980245061266,0.3292933359298174,3797.0,202.0,3997.0,3.0,47.50593824228028,1.4634146341463417,0.075,0.075,0.14268727704185466,613.0752563476562,3965925.5,2315.2841796875,30.0,7.696837637602353,1049.368408203125,13.134586334228516,1062.503173828125,998.383056640625,13.655289649963379,1012.0382080078125
8,32,3,0.2,0.0005,32,percentile_95,1,0.47874468617154287,0.06217616580310881,0.003,0.003,0.005723825423236767,0.04527263631815907,0.9969999999999998,0.15063356678339168,0.3305781187323845,3817.0,181.0,3988.0,12.0,47.874468617154285,6.217616580310881,0.3,0.3,0.5723825423236767,694.70947265625,15815325.0,2303.161865234375,21.0,19.363951619312097,1047.7244873046875,11.385693550109863,1059.1102294921875,951.7698364257812,13.200139999389648,964.9699096679688
8,32,3,0.2,0.0005,32,percentile_95,2,0.47874468617154287,0.06666666666666667,0.00325,0.00325,0.0061978545887075385,0.045522761380690335,0.9967499999999998,0.1540556528264132,0.33189128237854143,3816.0,182.0,3987.0,13.0,47.874468617154285,6.666666666666667,0.325,0.325,0.6197854588707539,620.7234497070312,8451637.0,2329.15283203125,34.0,19.44246190360941,1045.3463134765625,12.759682655334473,1058.105712890625,1089.1422119140625,14.772209167480469,1103.914306640625
8,32,3,0.2,0.0005,32,percentile_95,3,0.4737434358589647,0.047619047619047616,0.00275,0.00275,0.005199716379003361,0.05502751375687843,0.9972499999999997,0.14874474737368684,0.3304445796422524,3778.0,220.0,3989.0,11.0,47.37434358589647,4.761904761904762,0.27499999999999997,0.27499999999999997,0.5199716379003361,662.5636596679688,9058208.0,2313.05908203125,37.0,17.797513340372383,1044.52880859375,10.589534759521484,1055.118408203125,1042.2117919921875,10.410155296325684,1052.6220703125
8,32,3,0.2,0.0005,32,percentile_95,4,0.47449362340585144,0.06437768240343347,0.00375,0.00375,0.007087172218180875,0.0545272636318159,0.9962499999999997,0.14542314907453727,0.32921200504859327,3780.0,218.0,3985.0,15.0,47.44936234058515,6.437768240343347,0.375,0.375,0.7087172218180875,678.078857421875,10650435.0,2189.621826171875,21.0,18.472532689260373,1050.0819091796875,8.350159645080566,1058.4320068359375,1048.0020751953125,9.18852424621582,1057.1905517578125
8,32,3,0.2,0.001,32,percentile_95,0,0.47693461682710336,0.049019607843137254,0.0025,0.0025,0.004757373929498525,0.04851212803200799,0.9974999999999997,0.1572309952488122,0.33246307995911656,3805.0,194.0,3990.0,10.0,47.693461682710335,4.901960784313726,0.25,0.25,0.47573739294985246,649.2667846679688,8637418.0,2392.01904296875,29.0,5.662242348321323,1043.3330078125,12.670003890991211,1056.003173828125,1001.2416381835938,13.02663803100586,1014.268310546875
8,32,3,0.2,0.001,32,percentile_95,1,0.47724431107776943,0.04060913705583756,0.002,0.002,0.003812246842893613,0.047273636818409195,0.9979999999999998,0.15581750250125065,0.33141418537528033,3809.0,189.0,3992.0,8.0,47.724431107776944,4.060913705583756,0.2,0.2,0.3812246842893613,633.5800170898438,7587039.5,2319.536376953125,30.0,16.911377777081622,1051.080078125,11.254738807678223,1062.3349609375,1055.8756103515625,12.355377197265625,1068.231201171875
8,32,3,0.2,0.001,32,percentile_95,2,0.4748687171792948,0.08677685950413223,0.00525,0.00525,0.009900990098902312,0.05527763881940969,0.9947499999999998,0.13605609054527262,0.3271324621315536,3777.0,221.0,3979.0,21.0,47.48687171792948,8.677685950413224,0.525,0.525,0.9900990098902311,722.8943481445312,13356210.0,2327.649169921875,33.0,6.447828765361396,974.9066162109375,12.662145614624023,987.5691528320312,1085.17724609375,11.861083984375,1097.0380859375
8,32,3,0.2,0.001,32,percentile_95,3,0.4791197799449862,0.053763440860215055,0.0025,0.0025,0.004777830864702467,0.044022011005502744,0.9974999999999997,0.15705859179589796,0.33335343340244267,3822.0,176.0,3990.0,10.0,47.91197799449862,5.376344086021505,0.25,0.25,0.4777830864702467,633.1253051757812,6237404.5,2357.703125,33.0,9.213358302041156,1072.72412109375,14.365128517150879,1087.0894775390625,1066.369384765625,16.799152374267578,1083.16845703125
8,32,3,0.2,0.001,32,percentile_95,4,0.4737434358589647,0.03139013452914798,0.00175,0.00175,0.0033151787827557545,0.05402701350675337,0.9982499999999997,0.14122148574287144,0.32748809873386886,3782.0,216.0,3993.0,7.0,47.37434358589647,3.1390134529147984,0.17500000000000002,0.17500000000000002,0.33151787827557544,635.1531982421875,10996794.0,2277.121337890625,27.0,18.229386588044115,1019.1558837890625,13.241397857666016,1032.39697265625,1048.569091796875,13.334342956542969,1061.9034423828125
